sent_id	img_id	txt_caption
6796	XUolqB8ECCTmR9i-	Three young boys huddled by a vehicle on a city street.
6797	r6xBYGJI_zhg5Z2f	A child sits on a red quad bike.
6798	-hkacWnJSeqoHmgN	A couple with an umbrella walk along a path on a moor.
6799	A9M5EJr15FIRaI9w	Black and white photo of three old planes in the sky.
6800	cu7NLSbQ3B6P4If7	A group of people are sitting around a table.
6801	Xout7wtePN2LVzD9	A group of people watch someone use a fire extinguisher.
6802	qP2tJDke6NhBtFon	A man leans over a railing.
6803	wScfxwSFTj4cR0oc	A white picket fence surrounds a white two story house in the suburbs.
6804	n27oyuRvidyH-WOa	A dog on a lead is standing on grass.
6805	0ykEsG48iKHR-zpr	A large jumbo jet takes off leaving four trails of dark black smoke above the runway.
6806	jp1eHxqeqzEH5v7y	A person stands holding a skewer above a barbecue in a snowy scene.
6807	mNjhepQz6ireB_ui	There is a man on a side of the tramway.
6808	h7_W6NhG3Uji42jG	A close up of a motor cycle and rider.
6809	P52D8X5ctSndhMEI	A white lion laying in the green grass.
6810	UgdXP9FceLPLdNyJ	A picture of a group of children one has a lollipop, the picture is in black and white.
6811	cIt7H4xSeYrbrQJR	A lady standing behind wood products.
6812	Ztt8adkpwCXHELlh	A man wears natural clothes that are black and white.
6813	1VXK-MddG3Qu-7uw	A blue and white truck parked next to a building.
6814	v5qWVuPAVFIxU4ek	Rocks in the body of blue water and the sky above.
6815	Hed3dPT425ZS6u6w	Many long wooden boats in rows on a waterway.
6816	1p55EFIVTjiViXAP	People and a dog ride in a rickshaw.
6817	QhUevOL60knxzAJO	Two men in front of a microphone with a sign that has a bird on it next to them.
6818	vPtP-H97Ej_HcvNf	There is a girl with hoop earrings in a white gown.
6819	SvsLnahepwmkCsU4	Four girls are looking at a guy.
6820	GcK4ebr7JQMs0QOc	A man wearing a suit walking down the sidewalk.
6821	_4C-bQyW7s9zEz0r	A large ship in the middle of the ocean.
6822	Wvgj1bxAJ4K14nY-	Two men in swimsuits walking by each other.
6823	RlOo3RTA-meqwLb-	A young girl with long blonde hair and wearing a white blouse, smiling at the camera.
6824	SzLVZ_e8dNEVbgOy	A picture of a bunch of Muslim men in strange headwear in a large room.
6825	yRhC2N0-AbC-jJ2T	Women and children in shawls sitting.
6826	Hl2WVCpQgv4zGzfy	A rugby team and their coaches posing for a photograph.
6827	4U7OnXftrQUXbSwZ	A stone wall and some large stone blocks, some forming an arch, under a clear blue sky.
6828	HGvOolWgxMwgyFxy	There is a group of people standing and shopping in the middle of a market.
6829	A0lfF5t-35dny3Hw	Two men with cameras on tripods.
6830	SZJOJ7-XNDhh51LJ	There are numerous people on a beach in front of houses and buildings.
6831	VbBGhnmexRiZHxf8	A red boat in the water in a large marina.
6832	-RdOvyr6i6B4yFlT	A tired woman with a baby.
6833	6VMg7tJ3lcfDsn6q	A man standing in front of a snow capped mountain wearing a black and green cape.
6834	GpsEPUTSvLsQ8r_7	A man handles a lion.
6835	oiFitqiV4AHdaHEF	A close up of a decoratively covered window pane.
6836	w-und6Y3Xbzb8p-h	A statue stands on a plinth in a square.
6837	cu7NLSbQ3B6P4If7	There is a family having a party.
6838	-RrFEmi1GVzJz4-R	A woman with big sunglasses.
6839	aEKF6bdhtIdV73Pl	A gold breastplate, lies on top of a piece of beige marble, with a hammer and various other tools, placed around it.
6840	Jt08vQCLvk0Wzba9	A rodent is swimming in some water.
6841	A_9nB9l5xSA8sYAO	A pink car with a girl decal on the hood.
6842	Mhc5I8YlsW3WdWWQ	A picture of a concert and all fans going in and out and or watching.
6843	ZtyP8Z4Tv0jZGN3V	Two men posing for a picture while one them points to the sky.
6844	95TeRjcrRJFh0K0f	Two men pulling a rope while standing on a deck.
6845	oeQEaj8jRkvj_2X_	A model in gray walks down a runway.
6846	jQhSTiLI577o4GRm	A chef wearing a tall white hat in a modern kitchen.
6847	6bsoYVJO6zB1OXTL	A group of doctors in white scrubs.
6848	3ajRqgoS1O3Sb9pK	A shirtless man with an acoustic guitar.
6849	7sruTQKEuzBwjx0G	Two celebrities pose for the camera.
6850	7AagDgrQEOL6t_aQ	A ceramic cat pretending to eat a sandwich.
6851	UOyT8FeMISkoouIC	Two women, one with a coat with a fur collar.
6852	g_U1I0W3XZ8CvG0s	Two rockclimbers on top of a mountain.
6853	IvRl7eJsOhUi1W6x	A wooden bridge surrounded by green grass.
6854	_JxDBpD8B2VGsG_e	Two women in red gowns holding flowers.
6855	L1_9Zz5r2l5t5q_6	A lone elephant, looks straight into the camera, whilst walking forwards, on a grassy plain.
6856	-oIPPgNCBspbXvVF	Four men standing in a row outdoors.
6857	q-T0aiFqShntspIG	A group of men sitting at a table.
6858	GopD0iMSdH92OSwo	A dog sits on the back of a boat with its tail in the water.
6859	j3BIVIKmfYhMcQyz	A boat in a body of water.
6860	hvrbCG_HCR2gsm_0	People riding a yellow water taxi in New York.
6861	EPDrH7Zax7PS8Lhb	A camel train of several people in the desert.
6862	hJ8bCmWOVZMj2ABi	A man and two women sitting in interconnected chairs.
6863	Ct1xe577M56IpwBh	Shoppers buy produce in a crowded market.
6864	3YWgW3uzpjZASfjZ	A boy in the woods looking at a compass.
6865	ASyvgH_xsKIeuCmN	A woman posing in a towel.
6866	5cNaW-vSNPulJSco	The rear view of a brown horse standing in a field, the horse is looking off to the side.
6867	V5mwNllfYP6JfJDC	A body of water outside houses with palm trees outside.
6868	6B5I1j-DmCIOj0wK	A barge with colorful structures sits in front of a dock.
6869	ygkZUH_R7ATHMBAv	A lone babies chair rests against a wall.
6870	f47ANDR-AFVRRcn5	Ariel view of road snaking between steep slopes.
6871	bIfpy5iIL8HQ-ygJ	A row of potted green shrubs in a gravel yard with trees behind them.
6872	KYh58f658-TyFhub	A black bear with a white snout walking through greenery.
6873	JRCslGHcxOHdPs0z	A beautiful picture of trees shown with a creek in between them surrounded by tons of colorful flowers.
6874	fkIbPFJDudtdi16k	A bunch of statues of people being tortured on a light red wall.
6875	eUcfvp6jbOjEfYBW	Two men in uniform shaking hands.
6876	OBTYdnASVITG1yJk	A man is looking through the sights of a ground mounted gun while another man looks on.
6877	c_Aqj9ViR6fSu8O7	Several children carry large containers on their heads as the y walk through the jungle.
6878	-iE-yv7uKq7rhvA_	Several market stalls in a town/city area with adults and children in attendance.
6879	AP5oyUADRlcGN3K_	A group of people of various ages are sitting round a table.
6880	PhKMuXle-Gpgxmbc	Two women hugging and smiling.
6881	5Y5CcJdIKIqif1IC	A man in a red shirt and a woman in a yellow shirt are riding bikes on a road near some rocks and trees.
6882	RctK7b-krImI4vrM	A pastoral church sits near a body of water.
6883	aHBvHj9wiRkhjTYm	A young woman with wearing a yellow shirt and glasses sitting in a chair looking to the side.
6884	iDSbYL-Rm3vFB6pm	Two black wheelie bins next to each other.
6885	UmTDDEYVmHwRl32j	A man with not shirt and his buttocks partially exposed dressed in white underwear and wings is holding a pitchfork near a large group of people.
6886	SHfcHxTslBzD44M8	Lots of pots of plants.
6887	vDB9oTGS9QxKUCvD	Men in uniform stand on the street in front of a building.
6888	EGGNdLC5PY996G0B	Two women and two men posing for a photo.
6889	vl8cpANinEKc8qI8	The inside of a bedroom, a large bed with green bedding has a painting hanging above it.
6890	o6zkNDpVF9Rg679G	A woman at an event wearing a black corset top.
6891	Cx88SRdHSluuQvsR	A black car driving along a gravel road with hills in the background.
6892	oQxw8Fq5EprCgTVq	An oil rig in the middle of the sea.
6893	UqXOPOVpFVKDFJyn	A bed with wooden frames is seen in this bedroom.
6894	IsSoyntmda8G042a	A man and woman standing behind a really big burger.
6895	RNI5coMRpEidxurQ	A view from above of a city.
6896	ZIWFPoOF3Y6HkCWZ	A brown and white horse is standing on muddy ground next to a row of trees.
6897	inAhH_r7rwqnLHTf	A bulldozer sitting in a parking lot with a man inside.
6898	a0SgmDjGSeLoUpK4	Buses on the snowy road and people waiting on the sidewalk.
6899	Lsq5x7QWgI6jBcf-	A man is sitting on a sofa holding a guitar as if he is playing it.
6900	3tuOcF7tB7uZgf5F	An older woman dressed in a pink dress holding a baseball bat in one and a handkerchief in the other.
6901	Pykfbm-fZBPbDDsY	A white goat in a field.
6902	hYDdOXeW-SHrPI9_	A large horned animal scratches itself.
6903	Esgd2oLw-2ii0Mq0	A group of people stand in front of tents and trees.
6904	NjJFJgUJ6J3CcEn_	An ornate building with decorative gables and windows by a low clipped hedge and some trees.
6905	v6wtkD80GiJCMKBs	A picture of a room showing a white fireplace, a wooden coffee table, white walls, and a black leather couch all sitting on a wooden floor.
6906	mfM4OulrjRXEj4lH	A steam liner sits on the water in this old advertisement for canadian national steamships.
6907	6Z35LEsyXMMqguPN	A woman in gray sports kit exercising.
6908	L7XiJrez518LmGQB	Two men sitting in front of a concrete wall with a building in the background looking forward and smiling.
6909	0ykEsG48iKHR-zpr	A plan is taking off.
6910	2CpfNB7Rx3A-5z8S	A white truck is parked in the mud along the edge of a road.
6911	0Dk6OeEi7p55E1PD	A woman is holding a baby.
6912	73UsXigAwPKVzbxY	One man sits in a blue go kart as another man stands next to it grinning.
6913	3uzDvGXFTasoWZps	People on a field talking to each other.
6914	oAJ6FGqJi1GaWAs0	A jet sitting on the runway with a skull and bones on the back wing.
6915	FbnABoWszEfZvMWg	A man attempting to dunk a basketball and another man jumping to block him.
6916	EUw9dNUPRe-OAS4k	Snooki dressed in all black poses for the red carpet.
6917	JXgqucptFX9CPyx_	People are in the countryside, they are gathered around a bush looking at it.
6918	7HGhKe8uQllKMjwu	Landscape of grass and low stone walls under an overcast sky.
6919	mbd8IsK09twMqL7A	A fancy bedroom with polished floors and white curtains.
6920	j9HAwgpLFNjTaugq	A group of white tiger cubs on wooden bench, being held on to by people.
6921	ij2e-pNlCJSzL2iO	A view of a large church.
6922	HlluFIRzxQvSvTrg	A man and a woman, dressed in white robes, sharing an embrace.
6923	CHIbdRu5Pe5ykKEk	A beautiful view at the beach with coconut trees at seaside.
6924	Hp58DhkoKG8laZ9d	A round table with vase of artificial flowers and four rattan chairs in a tiled room with curved wall of windows.
6925	onp4oRSgpb_4XLFK	A group of people is grilling some food while sitting on the grass.
6926	jnouZm4qvLIF5S6h	A jockey rides a gray horse.
6927	HiKbEgQsTp1o7Od4	A skyline is pictured behind a shoreline.
6928	hGGQ9LEJUdd0temX	A jockey on a horse jumping over a hurdle with two men in uniforms and other spectators.
6929	HuRaEKgTg0GRGLLr	A child is standing in a dirt arena where a bullfight is going on.
6930	v0ut4nn4Wms0aZLp	Shirtless band members face each other.
6931	j6DdE1OvLGfG4aEQ	A primate holding its baby that is looking in the opposite direction.
6932	RpS598VV6NWYEJHw	A black and white image of a city street with numerous people walking up and down it.
6933	tubWwC9bJf6WTRlE	A woman stands in a pink dress.
6934	Pjct73om3iCYFohy	People pose next to a picture giving thumbs up.
6935	EJmJdOVKL4FFBHac	A map of the world with red squares positioned at numerous locations.
6936	klqmRZnE0h45-d42	A ship sails through the sea creating waves.
6937	6VMg7tJ3lcfDsn6q	A blonde man in a long black cape outside with snowy mountains in the background.
6938	TuWdjPvSv2gG45c1	A group of people in colorful costumes standing around a stall in a field.
6939	U9PV9-BlkIgYaQYQ	A woman riding a jet ski.
6940	VfNgR_cNtg4Kpj6d	Military men in training on the sand doing press ups.
6941	ISMNe_5YI0s6c80M	Two teams are playing football.
6942	2CJxF38F_Qgg6Fhi	A man wearing a striped shirt and a black hat.
6943	o3eiZ8aX4yUQLFEm	A woman in a lilac shirt and sunglasses is sitting in a boat, travelling over a body of water.
6944	CjB5a7j_kYSYQnx9	Two men working standing on a wooden cart holding up a pipe.
6945	onDfbgvIkpKR6HIX	Two girls standing under the branch of a large tree.
6946	qRG-yQLPT1Qd79hg	A large building next to a body of water.
6947	aOaLsDM1l5DTdvzU	A large praying mantis is in a container.
6948	sxufX6V67QiGWqGA	Cupboard door made of light-colored wood.
6949	Sxw0VasGo5bJY8Gg	There is a hovercraft on the water.
6950	qnafdAAWTe3o54M7	Two white birds with yellow beaks standing in water.
6951	5UWCLAZ6wMg8bWnS	A white, two story house standing in a garden.
6952	QpOFJtCs7N4j5sln	Concorde flying in a blue sky.
6953	DEPd_dREhGWbmuXL	The statue of liberty is displayed on the Vegas strip.
6954	gFlnDgtBOCi1Zgi2	A woman is wearing black and a brightly colored scarf.
6955	bZqSJjFDQ-jjrUJR	A smartly dressed woman sit quietly observing something out of shot.
6956	BDLocxexFnkPR9g7	A man wearing a black suit and red tie speaking a podium with the cooperate logo TCCI on it.
6957	6JbqsR-djksUnnKf	There are four palm trees in shadow on a beach.
6958	qQzg_6aEycLMFwHm	A cook dressed in a white shirt around food and people behind him.
6959	-rcRLZNZ79EOcHbt	A man holds a gun in his hand.
6960	SMXE5CdrnsL9bqZS	A picture of a woman posing and looking nice.
6961	prsdEIqslEvM8Q5X	A guy riding on a bike with his pet.
6962	v5qWVuPAVFIxU4ek	A rocky shoreline on a clear sunny day.
6963	YTpwu6H-DEG2VUM0	A man in blue and red makes a play while other players look on.
6964	3oNvvbf-DzKw15XH	A car parked next to a building.
6965	P5xKs0Q1QB8vbgVH	Man inside holding a spotted fish.
6966	WB8LVHYM4BZIuBiN	Smiling blond woman on horseback.
6967	WB8LVHYM4BZIuBiN	A woman wearing a brown outfit and riding a horse.
6968	DntNt-_9A_xBujHR	A man being arrested on a dirt road near a vineyard.
6969	72Y2Wtkh4QQOJHU-	A kitten sits in a dollhouse bathtub.
6970	5ylLWmkU1cXFcQ8v	A large bath with a seat beside it.
6971	-fC0_r4cS1qMlo9Z	A pale green vintage convertible car sits parked in a field.
6972	c0A-Kjk5NfVMLd8i	A person wearing an orange helmet and jacket sawing a tree limb.
6973	9vFuD-Y4_Nufruut	A group of four men using hooks to move large logs off a pile.A woman n a brown shirt and jeans.
6974	BTFxEbm__YDVzkT4	Close up of an elephant standing outside.
6975	3WslHGBCq1JYXhZr	Cars are parked outside a shop.
6976	Ipt0cEkD_ohtPmxs	A man crossing the bridge behind the lace and green trees.
6977	Gn31Dn13lcreHTdJ	A red and white inflatable baseball catcher.
6978	N-WPpZ63bMcoYCPB	Male deer standing in sagebrush and snow.
6979	ru273Ei-aMQ7D-JR	A hover boat on the sea, buildings are in the distance.
6980	P4fkvTMjGRYRo37z	A man in sunglasses riding a large white and black jet ski on water with a wake of foam behind him.
6981	3Od7I7rIruRZGkex	A small boat crossing the river and cloudy.
6982	ChW7D64chdT3QyJ1	Four women posing for a picture.
6983	ITvkT5bYoqzkky1H	Dockyard with boats and some cars sitting about.
6984	TT5RfP0AbLnsLtQ9	A man up in some tall bamboo wearing a jacket looking up.
6985	6sr1rHhC3izs8Pgs	A man standing in front of an empty stage.
6986	IqiK-1hHzNbl7lsg	Two black and white chickens stand in front of coup with green wire on the door.
6987	sVR1DmyXpwasE2k9	A boy with long brown hair and wearing a t-shirt, stands with a giant sword in one hand, resting it on his shoulder.
6988	-MRifiWtntStksAr	People with cocktails at a get together.
6989	Anry0qU5NFes6Twh	A woman with glasses sitting on a bed in a room.
6990	9X56U4qN21E-qt6s	A child with a red and white shirt and mouth open near a computer.
6991	ahFVNtEndgiTP30z	A cow with strange spots stands in a flowered field.
6992	tKKD97z_R6OiTemt	A man in an orange vest is standing on the side of the road.
6993	GyhyDshZ4HsGmX3E	A deserted south American site historic building.
6994	5UWCLAZ6wMg8bWnS	White buildings with red roofs.
6995	0zE7N3K7TwpIIPMB	A garden full of flowers is well groomed.
6996	vqUMiClgWg46DHur	A bus is parked along side a road where a person is standing.
6997	bVrY48_aQVwgMGa_	An woman riding a horse.
6998	QpOFJtCs7N4j5sln	A white jet in the air.
6999	rVjT65ppmEsjfhTC	Two people in red suits .
7000	ij2e-pNlCJSzL2iO	An old building with two towers.
7001	ByjuNEqsLcbUk5OH	A man wearing a face mask and gloves has his hands up while an arm is appearing from a wall and the hand is on the man's throat.
7002	-MRifiWtntStksAr	A group of people in a room.
7003	9LtOvyiygFYoxU8S	A man cleaning up a vehicle crash.
7004	HAM6xvnnHRr4wihx	A parked truck with Chinese characters on the side.
7005	N-vbZ8w_awdZkj_O	A young girl is sitting in a pushchair.
7006	oMZQuKXgR4H3W62f	A man wearing a white shirt and hat.
7007	GNWVF0fbmtXtoTS1	A very odd use of an old wheel instead of a fishing reel.
7008	-Aeuc_-CWKF96z-s	A bunk bed with floral covers.
7009	u2yp4QiVkcfMf-8F	A timber framed porch on an old cream building.
7010	5UWCLAZ6wMg8bWnS	Exterior of white two storey houses with yard and shed.
7011	r-PW9tHFaubfheCs	A group of children on a climbing frame being filmed by two adults.
7012	9X56U4qN21E-qt6s	A young boy in a striped shirt has his mouth open like he is surprised about the laptop.
7013	-o3aEcUpE_5NIKNP	A woman wearing peasant clothing smiles for the camera in an outdoor setting.
7014	U6sq1vFIFeVcseLG	Three people standing next to a hefty bull.
7015	GxLfpV-N5N3CH04R	Two people on a beach with blue water.
7016	tpFgdrTHkc9KCVKF	Two people pose in the road in front of a red car.
7017	3sb5MqboczetUBuO	Busy highway with cars near a construction zone.
7018	vPtP-H97Ej_HcvNf	A woman wearing make-up and silver hoop earrings.
7019	g8QUhogzLWE24QlS	In this image there is a house in the background with water rolling down some rocks in the front.
7020	DW0MgS4xEdTUPntG	Some small flowers with white petals, thin stems and yellow centres.
7021	bo-PtYeABcu3iloa	A man and a woman dressed in black shits and fingers raised in the air.
7022	v6QluUsDbm5hhAH_	A night time city road is jammed with traffic.
7023	A5Kz2AoCoUbHW0No	A picture of a large city and a river.
7024	6e3OOBOz0U2yUPw2	A group of people in a room.
7025	-Aeuc_-CWKF96z-s	A bunk bed with a ladder leading up to the top one.
7026	56qZnrVS3CzBG9Rs	There is a room filled with exercise equipment and a red mat.
7027	G1xCAVkHHr16Sosw	Person standing at the edge of a large river.
7028	tubWwC9bJf6WTRlE	A young woman in a strapless shocking-pink dress posing against a blank background.
7029	B0agT1U2f_PcBMYo	Two animals walking around in grass.
7030	TojsF8C4bNb0UKvQ	A man holds a certificate of achievement.
7031	hiv9Jm6pPTb42Yxl	A bridged over a stream in a forest.
7032	j4sAH3ls3Oz71p0u	A tree branch is pictured.
7033	ty0mx6QQ4gyh__d9	A traffic accident on a dark day, in a carpark,with policemen interviewing the witnesses, and a single policeman directing traffic, whilst a police car is parked far to his right.
7034	HbDw1BfwbcCL5i1j	A view of purple, pink, and white flowered bush.
7035	sEezEESl7mJBIaZc	A woman smiles in front of a custom background.
7036	ZV6qgwkh7HsrxhRd	A close up of a car that is orange.
7037	xbBr9qhQ29UY2O1W	A young woman in a red outfit holds two stylised black-and-white bottles, ignored by the men behind her.
7038	gtpIuq9A2D4qCc8h	The sea crashing against a rocky coastline with steep cliffs.
7039	6VMg7tJ3lcfDsn6q	A man standing on a hill.
7040	FsHSMOHOsjFXrtVV	A young woman laying on the fur of a skinned animal .
7041	ECRdSxMPZL-iQ0jO	A domed building against a cloudy sky.
7042	H6GmM2wQuL9B5qIm	A brightly coloured boat is resting on a tropical beach on a cloudy day.
7043	4ibDkaDtfd5zKxfq	Sunshine shining down through the trees revealing an image.
7044	QH4nUQ5WkxxFdq7p	Two men with guns before an ambulance.
7045	P687km1HIDtKqBUO	A picture of a blue car parked on grass during the day.
7046	1is8aYkwpezTLvfE	A view of an deserted swimming pool surrounded by palm trees.
7047	47on_tr5XWQX53s_	A woman showcases new clothing.
7048	Z2enWFGlf8lCOUEF	Landscape of a snowy cliff side.
7049	hGJ0AZRFx2BmZm18	A man in a room with a bare chest and the top button of his jeans undone.
7050	Wv0Vb92nOHW8ZFJd	A picture of a white male smiling.
7051	pGzQNNZH6Y21JwhV	Aged hands playing the piano.
7052	noXw-rB_PnaIFj44	Flowers are blooming in an open meadow.
7053	-MRifiWtntStksAr	A view of a group of people at a party in a dimly lit room.
7054	lpUYy9kEay4RqHhA	A scenic view of cliffs in the desert.
7055	8BqN2JQr-Bw9t9Su	A child standing in a small boat on water, right next to a hut with a young boy standing outside it, and another child at the window which has a cloth draped over it.
7056	_vPdprp7FQJ1RxVw	A wooden bench sitting along a wall.
7057	yA9joUVVU0GUXtWs	A bald man leans on railing by water.
7058	3dkupNcQQt2x1Wmo	A woman in a pink top is deciding between salad and cake.
7059	nQatg3neUyF_E-Mk	Four doctors are investigating four men.
7060	RV83WLV3Uzod2Lpq	Many white tables and chairs are arranged outside under a marquee besides some green trees.
7061	EQ_rOXMa17j_AsJ4	A beautiful green garden on a clear day.
7062	_PeT_cwUtsrfkEOb	A small brown puppy sitting down in the snow looking off in the distance.
7063	DCeRWpGDKi99P-kw	A rabbit with brown fur is sitting inside a brown wicker basket in the grass.
7064	VfN8xbhrQOYNlpEN	A group of men looking at a piece of paper.
7065	bx069RhttIxVzRD9	A green and red plant in the ground.
7066	Ef3MIYxwPNbmc3mA	A man posing for a picture wearing a black top and blue jeans.
7067	4HtQVYFVPo1bNy7R	A bus and a bar on a street next to buildings and a church with a tower clock.
7068	hecTj5YidoLFdZcu	A blue flower in a grassy field.
7069	8Lvvf9wcj4RC537J	A picture of a city street during the day.
7070	9przUmD6iP-cjhK0	A women poses for a photo while eating ice cream.
7071	-RdOvyr6i6B4yFlT	A woman holding a baby.
7072	JNvgPfAmesAFHE3j	A large wedding party stands on a hill.
7073	G8VW_vlGWlONsJEE	A person is tending to a group of puppies.
7074	DtYI5-aEaSLI4z2H	A nighttime picture of a pond in the background.
7075	aEKF6bdhtIdV73Pl	A metal object laying on a table next too tools.
7076	sEezEESl7mJBIaZc	Dark haired woman in pink top smiling against a blue and silver background.
7077	3cvxu60byX345E6g	Two couples in evening dress posing for photos.
7078	GpsEPUTSvLsQ8r_7	A man next too a lion inside a fenced area, the metal fence seems to be there to keep the lion inside.
7079	7V0amJtDgwlZNIzr	Several people walk along a garden path.
7080	kLgWZ045VJOSINV7	People are walking along a busy shopping street.
7081	ijH5-TgdqBPW7TsT	A group of people all wearing red standing around looking at something.
7082	4lVmUXMcKpZOVKL5	A rope hangs in the middle of a room.
7083	tN9jwZI71faikXNs	In this image there are many different sail boats on a river in front of a big sand hill.
7084	lsUqAdyAaRZlaWuR	A group of people giving the peace sign.
7085	EF1svnsZSpDkkqhE	Three dogs snuggle together outside.
7086	0_QSjCiUSy_Pn1N3	An older man in old-fashioned clothing, stands sideways, with his hands clasped, whilst a younger man walks towards a building, and an older woman also in fashioned clothing, glances in annoyance at the camera.
7087	Z1TKwXyWzPHIFyqo	A foil-covered glass dish, full of seashells, sitting on top of a glass table, with the lid of the dish, sitting off to the right.
7088	97bSQkr162tgTnCE	A covered wagon with red wheels parked in grass.
7089	Z1TKwXyWzPHIFyqo	Open seafood shells in a bowl with a spoon.
7090	jp1eHxqeqzEH5v7y	A child heats up some food with a wolf nearby.
7091	gorb0yrHBy5z4U8g	Two people posing for a picture in front of a mural.
7092	7HGhKe8uQllKMjwu	Stone walls in a grassy landscape.
7093	ddDp1ubcgYhfnr1t	A man and two children having a photo in front of a sign for a life jacket station the children also have a life jacket on.
7094	iq2Q12gEpEP01WoH	A man with a afro standing in front of a gold statue in a park.
7095	jjK6q40J5a1f19O9	A dog sitting on the deck of a boat.
7096	H9zWAbOnJhCdipsp	A plant in front of rocks in the grass.
7097	EwHx3bnTQAZReRWk	A rock concert with a man in a wheelchair being lifted.
7098	82JYn-3PvzP2qrYn	A red and white city bus is parked by the curb on the street.
7099	SuUx24sL_SshRQ3c	A football player trying to tackle a player on the opposing team.
7100	njfyoEk_4M48WZyT	This is a view into a room which has shelves filled with books.
7101	BIPS4CQm7xn-nGA1	A man in a uniform is riding a white horse in an area where people are seated in the background.
7102	gmF15oNpngxeRaY-	A motorcycle with the kickstand down.
7103	IQKKBKxF5LpyonW6	A picture of an empty lit auditorium.
7104	LWB-5owLWykp4zd_	A large boat has tipped over and it looks like it's about to sink into the ocean.
7105	-pesnlQLVfrs8Nrc	A person driving a vehicle up a hill.
7106	PP88-g6QDKF0Gl-Y	A view of some windows that are part of a much bigger buildings. The windows have a pattern around them which is made of stone.
7107	IRBuvYjDB3xu625c	A dining room with a group of people all wearing white coats, all tables are set and have candle light on them.
7108	IrwG0sPfWI3Q3p44	A view of a castle with several people wearing turbans lined up either side of a road.
7109	o6zkNDpVF9Rg679G	A woman wearing black posing for a photo.
7110	4cSq-NXacwmasaBB	Pug having his teeth brushed.
7111	nzuoEmDrzBbwcszY	A man sits at a drum kit.
7112	12I7x4aDQNBjQNbY	A plant with green leaves and white flower.
7113	sKStXrSZmOakF-zC	A black and white image of people moving past a wall behind a railing.
7114	amQj06-Y3ZcJu6X7	A person standing underground in a cave near a small pool of water.
7115	4C9CWqalULe8m68J	Two women with children on their shoulders standing in a rocky landscape.
7116	bHTShTz9ydbID2FD	A man standing in front of a round shaped object.
7117	RgQEjjXAkp8fQCnH	An American footballer standing with his hands on his hips, other people are visible in the background.
7118	3sb5MqboczetUBuO	A busy highway with a speed sign.
7119	MN9PBIhUvksh9yfb	An women with goggles in his hand.
7120	FfNQs694w8_u9fuP	Too bear cubs lie head to head on a moss covered log.
7121	kgmo2N8z_SOebwy5	A group of men and one woman , eight of the men are dress the same and all are holding a drink in their hand.
7122	GxLfpV-N5N3CH04R	Two people walk along the sand at the beach.
7123	wXLVgvobo5I-arNB	A man wearing glassed talking into a mobile phone.
7124	a1jjpRC7Segl4ENH	A cobbled street with lovely houses.
7125	9I8UfU6v2-STZwOz	A room with a wooden floor has several pieces of artwork on display.
7126	-oIPPgNCBspbXvVF	Four young men dressed in jeans and black clothing stand in front of a tree planted in a large white planter.
7127	z2GUT2K2Xagn9j-A	Two woman with scarves covering their heads standing next to a rake in front of a structure.
7128	4p-GVQwBieBHD_O1	A boy pulling another boy's underwear in the bedroom.
7129	m2NJ6Cg-iBCbD8Ys	A man testing out a device to kneel on while gardening.
7130	DOsCKbzti-l1TIhg	A man in a red t-shirt with a stack of striped blankets on his head and an armful of caps.
7131	6-OuX1n6vpFtIynZ	A woman sits on a racecar.
7132	r6xBYGJI_zhg5Z2f	A young boy in a white helmet is sitting on a red quad bike in front of some bushes.
7133	fdmf5Ex1IP-DNPMq	A woman wearing a short white dress is leaning against railings.
7134	06Gn_v7ZgDMmvFEz	Boy sits at a table with two dogs.
7135	88zUGlf33RRDt6En	The living-room of a timber-built house, with leather furniture and windows to woods outside.
7136	5_V5TahqSjDrHQuc	A sheep stands in a grassy field.
7137	ohDNGYlqK3O2Oqqh	Several women engaged in conversation.
7138	aEGQbhKtOZeXPqDt	A man and a woman sit next to each other in bed.
7139	m8rMaTiC3DC0IMqT	Two helicopters fly low in the sky, over an aerial, panoramic view of a busy city.
7140	5UWCLAZ6wMg8bWnS	The back garden of a house with a lawn and a shed beneath a blue sky with some clouds.
7141	a96hyOxyAtEkWfqN	A little girl watching a rabbit.
7142	5WEy483lnhGZSe-V	Four colorful paintings on a wall.
7143	KcEQe1dSKBCnwGij	A woman standing outside of a shop.
7144	spf3i0BYPm3Oqc-k	A woman in a white dress and gold boots leaning on a car.
7145	TCthXbBRVMbbSPfa	A young teenage girl in a peach dress standing in front of a mirror while looking at the camera.
7146	iwDAS2rBe54XQ5Kw	A woman in an orange jumpsuit riding a large vehicle.
7147	C4g_RZLH5GsZbPOp	Four people walk in a forest towards a white building.
7148	82JYn-3PvzP2qrYn	A white and orange bus on a road.
7149	7Cphh0er5k2LOH15	A woman is stood smiling while playing an acoustic guitar, she is stood in the entrance of a gate, she is wearing black all over with red trimmings.
7150	47on_tr5XWQX53s_	A young woman with long blonde hair wearing a white top.
7151	2CJxF38F_Qgg6Fhi	A man wearing a shirt and cowboy hat.
7152	j9HAwgpLFNjTaugq	A litter of puppies on a table.
7153	eb3sxdjI73GQrRW5	Three women look off to the side.
7154	bjgrHlpPPCUEFiPa	A child holding a large potato.
7155	YgTlIg4z0fxMaF2M	A monkey with its head turned to the right.
